study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJNA392012	SRP110600	SAMN07280250	SRS2317580	SRX2960716	SRR5761157	SRA581706	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	94		PAIRED	AMPLICON	METAGENOMIC	PCR	33463	16044921	SUB2811677	2017-11-09	2017-11-09	Illumina MiSeq sequencing; TZ_HADZA_225	Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania	PRJNA392012	94	TZ_HADZA_234.fastq.gz	190840;1605358;2938231	16a5e0bb706a185ea53e3a6a277ed62a;6b8e6516a97d917fa56a10c2fd761f31;9fe901450125ceff74129db9dd6c3a4d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/007/SRR5761157/SRR5761157.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/007/SRR5761157/SRR5761157_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/007/SRR5761157/SRR5761157_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/007/SRR5761157/SRR5761157.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/007/SRR5761157/SRR5761157_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/007/SRR5761157/SRR5761157_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/007/SRR5761157/SRR5761157.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/007/SRR5761157/SRR5761157_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/007/SRR5761157/SRR5761157_2.fastq.gz							7166318	6acb29ad02cf22da58b50939931d7bec	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/007/SRR5761157	fasp.sra.ebi.ac.uk:/vol1/srr/SRR576/007/SRR5761157	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/007/SRR5761157				TZ_HADZA_234		234		2017-11-09
PRJNA392012	SRP110600	SAMN07280326	SRS2317579	SRX2960715	SRR5761158	SRA581706	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	170		PAIRED	AMPLICON	METAGENOMIC	PCR	25879	10406408	SUB2811677	2017-11-09	2017-11-09	Illumina MiSeq sequencing; TZ_HADZA_301	Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania	PRJNA392012	170	TZ_HADZA_3016.fastq.gz	1155812;2001295;2513681	1579fb833fb108879ec871e9e0253784;852249542269b18ebc3ea669efcb8e34;4ce97d5e5cce44d7d53698530d188f4b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/008/SRR5761158/SRR5761158.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/008/SRR5761158/SRR5761158_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/008/SRR5761158/SRR5761158_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/008/SRR5761158/SRR5761158.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/008/SRR5761158/SRR5761158_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/008/SRR5761158/SRR5761158_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/008/SRR5761158/SRR5761158.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/008/SRR5761158/SRR5761158_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/008/SRR5761158/SRR5761158_2.fastq.gz							6585645	436d8a21017d22b02f56dd9edcdfb773	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/008/SRR5761158	fasp.sra.ebi.ac.uk:/vol1/srr/SRR576/008/SRR5761158	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/008/SRR5761158				TZ_HADZA_3016		3016		2017-11-09
PRJNA392012	SRP110600	SAMN07280325	SRS2317578	SRX2960714	SRR5761159	SRA581706	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	169		PAIRED	AMPLICON	METAGENOMIC	PCR	25508	12081566	SUB2811677	2017-11-09	2017-11-09	Illumina MiSeq sequencing; TZ_HADZA_300	Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania	PRJNA392012	169	TZ_HADZA_372.fastq.gz	177426;1263105;2297540	7c5d603ff059a5e0d0c8a97b9d56dba2;692044fba46bf5f223fa3998ac10399f;b454aeb78e4f27b01b2ac2e592e1d345	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/009/SRR5761159/SRR5761159.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/009/SRR5761159/SRR5761159_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/009/SRR5761159/SRR5761159_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/009/SRR5761159/SRR5761159.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/009/SRR5761159/SRR5761159_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/009/SRR5761159/SRR5761159_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/009/SRR5761159/SRR5761159.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/009/SRR5761159/SRR5761159_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/009/SRR5761159/SRR5761159_2.fastq.gz							5464096	316ba554e6ad227b1317f8e821f598a8	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/009/SRR5761159	fasp.sra.ebi.ac.uk:/vol1/srr/SRR576/009/SRR5761159	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/009/SRR5761159				TZ_HADZA_372		372		2017-11-09
PRJNA392012	SRP110600	SAMN07280253	SRS2317577	SRX2960713	SRR5761160	SRA581706	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	97		PAIRED	AMPLICON	METAGENOMIC	PCR	28438	13258976	SUB2811677	2017-11-09	2017-11-09	Illumina MiSeq sequencing; TZ_HADZA_228	Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania	PRJNA392012	97	TZ_HADZA_239.fastq.gz	259526;1543845;2641074	99021c05e87cbfbb7f47b115262ffc0c;a3c50dfb9713ce6f659232429531d17f;853404e1706101e6b5aa6db5767cbb71	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/000/SRR5761160/SRR5761160.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/000/SRR5761160/SRR5761160_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/000/SRR5761160/SRR5761160_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/000/SRR5761160/SRR5761160.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/000/SRR5761160/SRR5761160_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/000/SRR5761160/SRR5761160_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/000/SRR5761160/SRR5761160.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/000/SRR5761160/SRR5761160_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/000/SRR5761160/SRR5761160_2.fastq.gz							6158330	a9dc1360d0e50113cb9bd22eaf1c19e3	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/000/SRR5761160	fasp.sra.ebi.ac.uk:/vol1/srr/SRR576/000/SRR5761160	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/000/SRR5761160				TZ_HADZA_239		239		2017-11-09
PRJNA392012	SRP110600	SAMN07280254	SRS2317576	SRX2960712	SRR5761161	SRA581706	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	98		PAIRED	AMPLICON	METAGENOMIC	PCR	28579	13395956	SUB2811677	2017-11-09	2017-11-09	Illumina MiSeq sequencing; TZ_HADZA_229	Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania	PRJNA392012	98	TZ_HADZA_240.fastq.gz	245007;1629030;2745875	56e0dbb7fbaf4e6cf7a4f4683ab12b45;fd3e696f422ef382173e815cac6aa22e;3a760fcb9736177cde4547a288448b36	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/001/SRR5761161/SRR5761161.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/001/SRR5761161/SRR5761161_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/001/SRR5761161/SRR5761161_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/001/SRR5761161/SRR5761161.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/001/SRR5761161/SRR5761161_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/001/SRR5761161/SRR5761161_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/001/SRR5761161/SRR5761161.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/001/SRR5761161/SRR5761161_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/001/SRR5761161/SRR5761161_2.fastq.gz							6178352	bd668ae7b9775fa27bca0efb408245c6	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/001/SRR5761161	fasp.sra.ebi.ac.uk:/vol1/srr/SRR576/001/SRR5761161	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/001/SRR5761161				TZ_HADZA_240		240		2017-11-09
PRJNA392012	SRP110600	SAMN07280251	SRS2317575	SRX2960711	SRR5761162	SRA581706	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	95		PAIRED	AMPLICON	METAGENOMIC	PCR	28508	13475838	SUB2811677	2017-11-09	2017-11-09	Illumina MiSeq sequencing; TZ_HADZA_226	Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania	PRJNA392012	95	TZ_HADZA_235.fastq.gz	216958;1630250;2782399	e993e4e2d34f4054a245ac7150a1c019;b7d2c5815cff26664f7483634325ecdb;409ccbac4726abde8b50b0bd8d5a105c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/002/SRR5761162/SRR5761162.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/002/SRR5761162/SRR5761162_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/002/SRR5761162/SRR5761162_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/002/SRR5761162/SRR5761162.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/002/SRR5761162/SRR5761162_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/002/SRR5761162/SRR5761162_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/002/SRR5761162/SRR5761162.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/002/SRR5761162/SRR5761162_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/002/SRR5761162/SRR5761162_2.fastq.gz							6224355	aa8c9f35a857cb61765b0f19e022ffe0	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/002/SRR5761162	fasp.sra.ebi.ac.uk:/vol1/srr/SRR576/002/SRR5761162	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/002/SRR5761162				TZ_HADZA_235		235		2017-11-09
PRJNA392012	SRP110600	SAMN07280252	SRS2317574	SRX2960710	SRR5761163	SRA581706	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	96		PAIRED	AMPLICON	METAGENOMIC	PCR	28986	13877132	SUB2811677	2017-11-09	2017-11-09	Illumina MiSeq sequencing; TZ_HADZA_227	Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania	PRJNA392012	96	TZ_HADZA_236.fastq.gz	168203;1355687;2522844	2b851500caaaa209aca6494e30ac1568;55a960193f5e7ab9af22a942532a0089;32fb16d4ebd30b3f8ad8ec8aaecee336	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/003/SRR5761163/SRR5761163.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/003/SRR5761163/SRR5761163_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/003/SRR5761163/SRR5761163_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/003/SRR5761163/SRR5761163.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/003/SRR5761163/SRR5761163_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/003/SRR5761163/SRR5761163_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/003/SRR5761163/SRR5761163.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/003/SRR5761163/SRR5761163_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/003/SRR5761163/SRR5761163_2.fastq.gz							6214863	002d746a606383e00f529edf1c0c1fe1	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/003/SRR5761163	fasp.sra.ebi.ac.uk:/vol1/srr/SRR576/003/SRR5761163	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/003/SRR5761163				TZ_HADZA_236		236		2017-11-09
PRJNA392012	SRP110600	SAMN07280320	SRS2317573	SRX2960709	SRR5761164	SRA581706	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	164		PAIRED	AMPLICON	METAGENOMIC	PCR	31706	15021082	SUB2811677	2017-11-09	2017-11-09	Illumina MiSeq sequencing; TZ_HADZA_295	Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania	PRJNA392012	164	TZ_HADZA_367.fastq.gz	231057;1626662;2876590	c896b43011704cd1faa818662f7ab16d;b06cb038f787be3759c3e095ea6f6d3b;57fc94be13a742f88104e708a7596ce4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/004/SRR5761164/SRR5761164.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/004/SRR5761164/SRR5761164_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/004/SRR5761164/SRR5761164_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/004/SRR5761164/SRR5761164.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/004/SRR5761164/SRR5761164_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/004/SRR5761164/SRR5761164_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/004/SRR5761164/SRR5761164.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/004/SRR5761164/SRR5761164_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/004/SRR5761164/SRR5761164_2.fastq.gz							6803464	7e9b50200456c56e723c00d55ff1d48d	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/004/SRR5761164	fasp.sra.ebi.ac.uk:/vol1/srr/SRR576/004/SRR5761164	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/004/SRR5761164				TZ_HADZA_367		367		2017-11-09
PRJNA392012	SRP110600	SAMN07280319	SRS2317572	SRX2960708	SRR5761165	SRA581706	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	163		PAIRED	AMPLICON	METAGENOMIC	PCR	27276	12951510	SUB2811677	2017-11-09	2017-11-09	Illumina MiSeq sequencing; TZ_HADZA_294	Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania	PRJNA392012	163	TZ_HADZA_366.fastq.gz	195484;1592276;2664726	f127da56f500f1f86a5e40c36eb071c5;8b4ab0f09afcaea3cb750400885523bc;e523366ded65229c5becacbf2e324ed6	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/005/SRR5761165/SRR5761165.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/005/SRR5761165/SRR5761165_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/005/SRR5761165/SRR5761165_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/005/SRR5761165/SRR5761165.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/005/SRR5761165/SRR5761165_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/005/SRR5761165/SRR5761165_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/005/SRR5761165/SRR5761165.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/005/SRR5761165/SRR5761165_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/005/SRR5761165/SRR5761165_2.fastq.gz							5921681	31e7c4aff727bf87807b89138b283a8e	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/005/SRR5761165	fasp.sra.ebi.ac.uk:/vol1/srr/SRR576/005/SRR5761165	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/005/SRR5761165				TZ_HADZA_366		366		2017-11-09
PRJNA392012	SRP110600	SAMN07280318	SRS2317571	SRX2960707	SRR5761166	SRA581706	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	162		PAIRED	AMPLICON	METAGENOMIC	PCR	29498	13838923	SUB2811677	2017-11-09	2017-11-09	Illumina MiSeq sequencing; TZ_HADZA_293	Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania	PRJNA392012	162	TZ_HADZA_365.fastq.gz	231161;1518729;2703966	02a2aecdd2171edaf14c2b91f99074c6;8c242144a53a6e81263b3123deeee214;068517bbc9ba478c7211260759332074	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/006/SRR5761166/SRR5761166.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/006/SRR5761166/SRR5761166_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/006/SRR5761166/SRR5761166_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/006/SRR5761166/SRR5761166.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/006/SRR5761166/SRR5761166_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/006/SRR5761166/SRR5761166_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/006/SRR5761166/SRR5761166.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/006/SRR5761166/SRR5761166_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/006/SRR5761166/SRR5761166_2.fastq.gz							6316817	10fd2da3b51eae2b385de00e2fd22a0a	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/006/SRR5761166	fasp.sra.ebi.ac.uk:/vol1/srr/SRR576/006/SRR5761166	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/006/SRR5761166				TZ_HADZA_365		365		2017-11-09
PRJNA392012	SRP110600	SAMN07280317	SRS2317570	SRX2960706	SRR5761167	SRA581706	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	161		PAIRED	AMPLICON	METAGENOMIC	PCR	30532	14494669	SUB2811677	2017-11-09	2017-11-09	Illumina MiSeq sequencing; TZ_HADZA_292	Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania	PRJNA392012	161	TZ_HADZA_364.fastq.gz	216271;1689023;2929860	51398314893070edd5f9e5897114a3a0;fc89747725c4c62a8dc4c531403198fc;cbc64ec746b8a2198f6413fed19b8a91	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/007/SRR5761167/SRR5761167.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/007/SRR5761167/SRR5761167_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/007/SRR5761167/SRR5761167_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/007/SRR5761167/SRR5761167.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/007/SRR5761167/SRR5761167_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/007/SRR5761167/SRR5761167_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/007/SRR5761167/SRR5761167.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/007/SRR5761167/SRR5761167_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/007/SRR5761167/SRR5761167_2.fastq.gz							6618238	6324203a785305a4749c79be3f35e890	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/007/SRR5761167	fasp.sra.ebi.ac.uk:/vol1/srr/SRR576/007/SRR5761167	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/007/SRR5761167				TZ_HADZA_364		364		2017-11-09
PRJNA392012	SRP110600	SAMN07280324	SRS2317569	SRX2960705	SRR5761168	SRA581706	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	168		PAIRED	AMPLICON	METAGENOMIC	PCR	32290	15299070	SUB2811677	2017-11-09	2017-11-09	Illumina MiSeq sequencing; TZ_HADZA_299	Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania	PRJNA392012	168	TZ_HADZA_371.fastq.gz	231490;1779354;3068704	d7ad28af79986d67150dcec039f89a44;1310c80eed3dd090b4cf15026189c66f;8032772b3c24ef8b08f75064e990a674	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/008/SRR5761168/SRR5761168.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/008/SRR5761168/SRR5761168_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/008/SRR5761168/SRR5761168_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/008/SRR5761168/SRR5761168.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/008/SRR5761168/SRR5761168_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/008/SRR5761168/SRR5761168_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/008/SRR5761168/SRR5761168.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/008/SRR5761168/SRR5761168_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/008/SRR5761168/SRR5761168_2.fastq.gz							6934825	cf77197b117776513a8bec8ad10a5e1c	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/008/SRR5761168	fasp.sra.ebi.ac.uk:/vol1/srr/SRR576/008/SRR5761168	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/008/SRR5761168				TZ_HADZA_371		371		2017-11-09
PRJNA392012	SRP110600	SAMN07280323	SRS2317568	SRX2960704	SRR5761169	SRA581706	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	167		PAIRED	AMPLICON	METAGENOMIC	PCR	25934	12258443	SUB2811677	2017-11-09	2017-11-09	Illumina MiSeq sequencing; TZ_HADZA_298	Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania	PRJNA392012	167	TZ_HADZA_370.fastq.gz	184975;1322187;2355502	8681217aeaa1fd25d8012493f0e7d195;f470d5a7756845219b0f06131606a14d;24f535ac56f364d556e5e3812a651107	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/009/SRR5761169/SRR5761169.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/009/SRR5761169/SRR5761169_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/009/SRR5761169/SRR5761169_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/009/SRR5761169/SRR5761169.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/009/SRR5761169/SRR5761169_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/009/SRR5761169/SRR5761169_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/009/SRR5761169/SRR5761169.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/009/SRR5761169/SRR5761169_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/009/SRR5761169/SRR5761169_2.fastq.gz							5571630	c92fab036090c3f6c645caa1d8c9c8f7	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/009/SRR5761169	fasp.sra.ebi.ac.uk:/vol1/srr/SRR576/009/SRR5761169	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/009/SRR5761169				TZ_HADZA_370		370		2017-11-09
PRJNA392012	SRP110600	SAMN07280322	SRS2317567	SRX2960703	SRR5761170	SRA581706	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	166		PAIRED	AMPLICON	METAGENOMIC	PCR	24730	11634456	SUB2811677	2017-11-09	2017-11-09	Illumina MiSeq sequencing; TZ_HADZA_297	Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania	PRJNA392012	166	TZ_HADZA_369.fastq.gz	213927;1486677;2461070	2ede8d115f34da81fa15c115799fc610;4eef3ee528ce2ebefce32484fd92d7aa;6c765b4cd75abd81271406dbd92d4093	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/000/SRR5761170/SRR5761170.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/000/SRR5761170/SRR5761170_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/000/SRR5761170/SRR5761170_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/000/SRR5761170/SRR5761170.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/000/SRR5761170/SRR5761170_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/000/SRR5761170/SRR5761170_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/000/SRR5761170/SRR5761170.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/000/SRR5761170/SRR5761170_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/000/SRR5761170/SRR5761170_2.fastq.gz							5383814	a4aebfe0d73c00851531bc28be2365c2	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/000/SRR5761170	fasp.sra.ebi.ac.uk:/vol1/srr/SRR576/000/SRR5761170	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/000/SRR5761170				TZ_HADZA_369		369		2017-11-09
